	prefix	input_text	target_text
9076	translate hindi to english	स्पाइसजेट को 109 करोड़ रु का लाभ	SpiceJet posts profit of Rs 109 cr
9077	translate english to hindi	SpiceJet posts profit of Rs 109 cr	स्पाइसजेट को 109 करोड़ रु का लाभ
9078	translate hindi to english	ऐसे लोगों को जो अपने स्वयं के देश में लौट रहे हों उन्हें प्रदान की जाने वाली कुछ सुविधाएं/रियायतें।	Certain privileges extended to those who are returning to their own native land.
9079	translate english to hindi	Certain privileges extended to those who are returning to their own native land.	ऐसे लोगों को जो अपने स्वयं के देश में लौट रहे हों उन्हें प्रदान की जाने वाली कुछ सुविधाएं/रियायतें।
9080	translate hindi to english	दूसरी कार में बैठे पांचों लोग शराब के नशे में थे।	Five other persons who were travelling in car have also been seriously injured in the incident.
9081	translate english to hindi	Five other persons who were travelling in car have also been seriously injured in the incident.	दूसरी कार में बैठे पांचों लोग शराब के नशे में थे।
9082	translate hindi to english	अपना दूसरा संदेश भेजने के ६३ दिन बाद, यहोवा ने हाग्गै को तीसरी उद्‌घोषणा के साथ भेजा जिसे आज हम भली - भाँति याद रख सकते हैं ।	Jehovah sent Haggai, 63 days after he had conveyed his second message, with a third proclamation that we can well take to heart today.
9083	translate english to hindi	Jehovah sent Haggai, 63 days after he had conveyed his second message, with a third proclamation that we can well take to heart today.	अपना दूसरा संदेश भेजने के ६३ दिन बाद, यहोवा ने हाग्गै को तीसरी उद्‌घोषणा के साथ भेजा जिसे आज हम भली - भाँति याद रख सकते हैं ।
9084	translate hindi to english	इसका प्रिंटआउट भी निकाला जा सकता है.	You can also take a printout.
9085	translate english to hindi	You can also take a printout.	इसका प्रिंटआउट भी निकाला जा सकता है.
9086	translate hindi to english	पाकिस्तान पीपल्स पार्टी (पीपीपी) के अध्यक्ष बिलावल प्रधानमंत्री खान पर आतंकी संगठनों का समर्थन करने वाले मंत्रियों को बर्खास्त करने का दबाव बना रहे हैं।	Bilawal, Chairman of the Pakistan Peoples Party (PPP) has been pressing the government of Prime Minister Khan to dismiss the Ministers who backed terror outfits amidst intense international pressure on Pakistan to rein in the militant outfits operating in the country after the Pulwama terror strike.
9087	translate english to hindi	Bilawal, Chairman of the Pakistan Peoples Party (PPP) has been pressing the government of Prime Minister Khan to dismiss the Ministers who backed terror outfits amidst intense international pressure on Pakistan to rein in the militant outfits operating in the country after the Pulwama terror strike.	पाकिस्तान पीपल्स पार्टी (पीपीपी) के अध्यक्ष बिलावल प्रधानमंत्री खान पर आतंकी संगठनों का समर्थन करने वाले मंत्रियों को बर्खास्त करने का दबाव बना रहे हैं।
9088	translate hindi to english	वर्तमान में न्याय विभाग में 07 परामर्शदाता कार्य कररहेहैं।	At present 07 Consultants are working in the Department of Justice.
9089	translate english to hindi	At present 07 Consultants are working in the Department of Justice.	वर्तमान में न्याय विभाग में 07 परामर्शदाता कार्य कररहेहैं।
9090	translate hindi to english	साइना नेहवाल ने जीता मलेशिया मास्टर्स खिताब, थाईलैंड की पोर्नपावी चोचुवोंग को सीधे सीटे में हराया	Saina Nehwal wins Malaysias Masters badminton title
9091	translate english to hindi	Saina Nehwal wins Malaysias Masters badminton title	साइना नेहवाल ने जीता मलेशिया मास्टर्स खिताब, थाईलैंड की पोर्नपावी चोचुवोंग को सीधे सीटे में हराया
9092	translate hindi to english	रेडियोफ्रीक्वेंसी रेडिएशन इलेक्ट्रोमैग्नेटिक रेडिएशन का ही एक प्रकार है।	Radiofrequency (RF) radiation is a form of non-ionising electromagnetic radiation.
9093	translate english to hindi	Radiofrequency (RF) radiation is a form of non-ionising electromagnetic radiation.	रेडियोफ्रीक्वेंसी रेडिएशन इलेक्ट्रोमैग्नेटिक रेडिएशन का ही एक प्रकार है।
9094	translate hindi to english	मुंबई: बॉलीवुड के सुपरस्टार सलमान खान इन दिनों अपनी आगामी फिल्म ‘रेस 3’ की शूटिंग में काफी व्यस्त हैं।	"""SRI NAGARl: Bollywood superstar Salman Khan is currently in Jammu and Kashmir and the actor has started shooting for his upcoming film """"Race 3""""."""
9095	translate english to hindi	"""SRI NAGARl: Bollywood superstar Salman Khan is currently in Jammu and Kashmir and the actor has started shooting for his upcoming film """"Race 3""""."""	मुंबई: बॉलीवुड के सुपरस्टार सलमान खान इन दिनों अपनी आगामी फिल्म ‘रेस 3’ की शूटिंग में काफी व्यस्त हैं।
9096	translate hindi to english	राफेल फाइटर जेट्स को हरियाणा के अंबाला एयरफोर्स स्‍टेशन पर तैनात किया जाएगा।	Watch: Rafale fighter jets landing at Ambala Airbase in Haryana
9097	translate english to hindi	Watch: Rafale fighter jets landing at Ambala Airbase in Haryana	राफेल फाइटर जेट्स को हरियाणा के अंबाला एयरफोर्स स्‍टेशन पर तैनात किया जाएगा।
9098	translate hindi to english	ज़रा सोचिए, इससे उनकी ज़िंदगी किस कदर खुशियों से भर जाती!	As the Grand Instructor, he educated the first human couple, Adam and Eve, and prepared them for life in the beautiful garden in Eden.
9099	translate english to hindi	As the Grand Instructor, he educated the first human couple, Adam and Eve, and prepared them for life in the beautiful garden in Eden.	ज़रा सोचिए, इससे उनकी ज़िंदगी किस कदर खुशियों से भर जाती!
9100	translate hindi to english	उन्होंने कहा कि पार्टी को जीत दिलाकर विश्वास जताने के लिए वह रामगढ़ की जनता को धन्यवाद देते हैं.	I thank the people of Ramgarh who have restored their faith and confidence by making the party win the seat, he added.
9101	translate english to hindi	I thank the people of Ramgarh who have restored their faith and confidence by making the party win the seat, he added.	उन्होंने कहा कि पार्टी को जीत दिलाकर विश्वास जताने के लिए वह रामगढ़ की जनता को धन्यवाद देते हैं.
9102	translate hindi to english	यहां फिल्म …	Heres the film:
9103	translate english to hindi	Heres the film:	यहां फिल्म …
9104	translate hindi to english	हेल्दी डाइट सबसे जरूरी बात है.	Eating healthy is key.
9105	translate english to hindi	Eating healthy is key.	हेल्दी डाइट सबसे जरूरी बात है.
9106	translate hindi to english	इन्हें ऐसा दंड मिलेगा जो भविष्य में उदाहरण प्रस्तुत करेगा.	They will get such punishment which will set an example in future.
9107	translate english to hindi	They will get such punishment which will set an example in future.	इन्हें ऐसा दंड मिलेगा जो भविष्य में उदाहरण प्रस्तुत करेगा.
9108	translate hindi to english	इसमें करीब 10 हजार छात्र-छात्राएं उत्तीर्ण हुए हैं।	Nearly 89 of every 100 students have passed the exam.
9109	translate english to hindi	Nearly 89 of every 100 students have passed the exam.	इसमें करीब 10 हजार छात्र-छात्राएं उत्तीर्ण हुए हैं।
9110	translate hindi to english	शरीर के दूसरे भाग साथ क्यों नहीं हैं?	And why not other parts of the body?
9111	translate english to hindi	And why not other parts of the body?	शरीर के दूसरे भाग साथ क्यों नहीं हैं?
9112	translate hindi to english	जीने दो	Jeene Do
9113	translate english to hindi	Jeene Do	जीने दो
9114	translate hindi to english	शेख साहब ने हमेशा ही जिन्ना और मुस्लिम लीग की नीतियों का डटकर विरोध किया।	Sheikh Saheb always strongly opposed Jinnah and the policies of the Muslim League.
9115	translate english to hindi	Sheikh Saheb always strongly opposed Jinnah and the policies of the Muslim League.	शेख साहब ने हमेशा ही जिन्ना और मुस्लिम लीग की नीतियों का डटकर विरोध किया।
9116	translate hindi to english	रसोईघर में दवाईयां नहीं रखनी चाहिए।	The kitchen of the house should not have medicines.
9117	translate english to hindi	The kitchen of the house should not have medicines.	रसोईघर में दवाईयां नहीं रखनी चाहिए।
9118	translate hindi to english	सच्चाई यह है कि आज विपरीत लिंग की तरफ आकर्षित होनेवाले ऐसे लाखों लोग हैं, जो गलत कामों के लिए लुभाए जाने पर संयम बरतते हैं क्योंकि वे बाइबल सिद्धांतों के मुताबिक जीना चाहते हैं ।	Eventually I started texting one of the girls, and I started developing feelings for her. Vicky, 13.
9119	translate english to hindi	Eventually I started texting one of the girls, and I started developing feelings for her. Vicky, 13.	सच्चाई यह है कि आज विपरीत लिंग की तरफ आकर्षित होनेवाले ऐसे लाखों लोग हैं, जो गलत कामों के लिए लुभाए जाने पर संयम बरतते हैं क्योंकि वे बाइबल सिद्धांतों के मुताबिक जीना चाहते हैं ।
9120	translate hindi to english	मॉडेम युक्ति स्वतः खोज नहीं सका	Could not autodetect modem device
9121	translate english to hindi	Could not autodetect modem device	मॉडेम युक्ति स्वतः खोज नहीं सका
9122	translate hindi to english	ख़ुदा ने काबा को जो (उसका) मोहतरम घर है और हुरमत दार महीनों को और कुरबानी को और उस जानवर को जिसके गले में (क़ुरबानी के वास्ते) पट्टे डाल दिए गए हों लोगों के अमन क़ायम रखने का सबब क़रार दिया यह इसलिए कि तुम जान लो कि ख़ुदा जो कुछ आसमानों में है और जो कुछ ज़मीन में है यक़ीनन (सब) जानता है और ये भी (समझ लो) कि बेशक ख़ुदा हर चीज़ से वाक़िफ है	Allah hath made the Ka'ba, the Sacred House, a maintenance for mankind and likewise the Sacred month, and so also the offering and the victims with garlands. That is in order that ye may know that Allah knoweth whatsoever is in the heavens and whatsoever is in the earth, and that of everything Allah is Knower.
9123	translate english to hindi	Allah hath made the Ka'ba, the Sacred House, a maintenance for mankind and likewise the Sacred month, and so also the offering and the victims with garlands. That is in order that ye may know that Allah knoweth whatsoever is in the heavens and whatsoever is in the earth, and that of everything Allah is Knower.	ख़ुदा ने काबा को जो (उसका) मोहतरम घर है और हुरमत दार महीनों को और कुरबानी को और उस जानवर को जिसके गले में (क़ुरबानी के वास्ते) पट्टे डाल दिए गए हों लोगों के अमन क़ायम रखने का सबब क़रार दिया यह इसलिए कि तुम जान लो कि ख़ुदा जो कुछ आसमानों में है और जो कुछ ज़मीन में है यक़ीनन (सब) जानता है और ये भी (समझ लो) कि बेशक ख़ुदा हर चीज़ से वाक़िफ है
9124	translate hindi to english	5:38pm: तेंलगाना में शाम पांच बजे तक 65 प्रतिशत मतदान।	38 pm: Telangana records 65 per cent voting till 5 pm
9125	translate english to hindi	38 pm: Telangana records 65 per cent voting till 5 pm	5:38pm: तेंलगाना में शाम पांच बजे तक 65 प्रतिशत मतदान।
9126	translate hindi to english	अमेरिका ने कहा है कि …	The US has told...
9127	translate english to hindi	The US has told...	अमेरिका ने कहा है कि …
9128	translate hindi to english	हालांकि आइसीसी की तरफ से इसे लेकर अब तक कुछ कहा नहीं गया है।	The CSK, however, is yet to make an official statement on this.
9129	translate english to hindi	The CSK, however, is yet to make an official statement on this.	हालांकि आइसीसी की तरफ से इसे लेकर अब तक कुछ कहा नहीं गया है।
9130	translate hindi to english	महाराष्ट्र में सरकार बनाने को लेकर कांग्रेस, शिवसेना और एनसीपी में बातचीत जारी है.	The NCP, Congress and Shiv Sena are holding hectic deliberations on the government formation in Maharashtra.
9131	translate english to hindi	The NCP, Congress and Shiv Sena are holding hectic deliberations on the government formation in Maharashtra.	महाराष्ट्र में सरकार बनाने को लेकर कांग्रेस, शिवसेना और एनसीपी में बातचीत जारी है.
9132	translate hindi to english	इस मौके पर वरुण धवन को उनकी कलंक को-स्टार आलिया भट्ट, कैटरीना कैफ, सोनम कपूर, जैकलीन फर्नांडीज, श्रद्धा कपूर, तापसी पन्नू, कृति सेनन और नेहा धूपिया सहित कई बॉलीवुड हस्तियों ने शुभकामनाएं दीं.	A bevy of Bollywood stars including Deepika Padukone, Kareena Kapoor Khan, Sonam Kapoor, Hrithik Roshan, Shahid Kapoor, Neha Dhupia, Varun Dhawan, Alia Bhatt, Jacqueline Fernandez, Sonakshi Sinha, veteran stars Sridevi and Rekha graced the occasion.
9133	translate english to hindi	A bevy of Bollywood stars including Deepika Padukone, Kareena Kapoor Khan, Sonam Kapoor, Hrithik Roshan, Shahid Kapoor, Neha Dhupia, Varun Dhawan, Alia Bhatt, Jacqueline Fernandez, Sonakshi Sinha, veteran stars Sridevi and Rekha graced the occasion.	इस मौके पर वरुण धवन को उनकी कलंक को-स्टार आलिया भट्ट, कैटरीना कैफ, सोनम कपूर, जैकलीन फर्नांडीज, श्रद्धा कपूर, तापसी पन्नू, कृति सेनन और नेहा धूपिया सहित कई बॉलीवुड हस्तियों ने शुभकामनाएं दीं.
9134	translate hindi to english	कल्याण में नाबालिक लड़की से गैंग रेप	Teenaged girl gangraped in Khandwa
9135	translate english to hindi	Teenaged girl gangraped in Khandwa	कल्याण में नाबालिक लड़की से गैंग रेप
9136	translate hindi to english	आपका मतलब?	You mean?
9137	translate english to hindi	You mean?	आपका मतलब?
9138	translate hindi to english	यह 1985 की बात है.	This was 1985.
9139	translate english to hindi	This was 1985.	यह 1985 की बात है.
9140	translate hindi to english	इसके अलावा आप भारत में अग्रणी क्रेडिट ब्यूरो से अपने सिबिल स्कोर को ट्रैक कर सकते हैं।	Also, you can track your CIBIL score from leading credit bureaus in India.
9141	translate english to hindi	Also, you can track your CIBIL score from leading credit bureaus in India.	इसके अलावा आप भारत में अग्रणी क्रेडिट ब्यूरो से अपने सिबिल स्कोर को ट्रैक कर सकते हैं।
9142	translate hindi to english	ये (कुफ्फ़ारे मक्का) (मुसलमानों से) कहते हैं	These people say.
9143	translate english to hindi	These people say.	ये (कुफ्फ़ारे मक्का) (मुसलमानों से) कहते हैं
9144	translate hindi to english	राज्य में अब तक 8,283 कोविड-19 के मामले आए हैं और 358 मौतें हुई हैं।	The state has reported 8,283 COVID-19 cases and 358 deaths due to the disease so far.
9145	translate english to hindi	The state has reported 8,283 COVID-19 cases and 358 deaths due to the disease so far.	राज्य में अब तक 8,283 कोविड-19 के मामले आए हैं और 358 मौतें हुई हैं।
9146	translate hindi to english	नियुक्ति प्रस्ताव	offer of appointment
9147	translate english to hindi	offer of appointment	नियुक्ति प्रस्ताव
9148	translate hindi to english	इनमें से 18 लाख से अधिक वैगन के जरिये देशभर में खाद्यान्न, नमक, चीनी, दूध, खाद्य तेल, प्याज, फल और सब्जियां, पेट्रोलियम उत्पाद, कोयला, उर्वरक इत्यादि आवश्यक वस्तुओं की ढुलाई की गई।	Of these, more than 18 lakh wagons carried essential commodities like food grains, salt, sugar, milk, edible oil, onions, fruits and vegetables, petroleum products, coal, fertilisers etc.
9149	translate english to hindi	Of these, more than 18 lakh wagons carried essential commodities like food grains, salt, sugar, milk, edible oil, onions, fruits and vegetables, petroleum products, coal, fertilisers etc.	इनमें से 18 लाख से अधिक वैगन के जरिये देशभर में खाद्यान्न, नमक, चीनी, दूध, खाद्य तेल, प्याज, फल और सब्जियां, पेट्रोलियम उत्पाद, कोयला, उर्वरक इत्यादि आवश्यक वस्तुओं की ढुलाई की गई।
9150	translate hindi to english	विशेष रूप से, दो प्रकार की पहुँच हैं, जो ऊर्जा गरीबी को समाप्त करने वाले हैं: भौतिक पहुँच है और वित्तीय पहुँच है	Specifically, there are two types of access that are going to end energy poverty: there's physical access, and there's financial access.
9151	translate english to hindi	Specifically, there are two types of access that are going to end energy poverty: there's physical access, and there's financial access.	विशेष रूप से, दो प्रकार की पहुँच हैं, जो ऊर्जा गरीबी को समाप्त करने वाले हैं: भौतिक पहुँच है और वित्तीय पहुँच है
9152	translate hindi to english	बेशक ख़ुदा ने अपने रसूल को सच्चा मुताबिके वाक़ेया ख्वाब दिखाया था कि तुम लोग इन्शाअल्लाह मस्जिदुल हराम में अपने सर मुँडवा कर और अपने थोड़े से बाल कतरवा कर बहुत अमन व इत्मेनान से दाख़िल होंगे (और) किसी तरह का ख़ौफ न करोगे तो जो बात तुम नहीं जानते थे उसको मालूम थी तो उसने फ़तेह मक्का से पहले ही बहुत जल्द फतेह अता की	Certainly Allah had shown to His Apostle the vision with truth: you shall most certainly enter the Sacred Mosque, if Allah pleases, in security, (some) having their heads shaved and (others) having their hair cut, you shall not fear, but He knows what you do not know, so He brought about a near victory before that.
9153	translate english to hindi	Certainly Allah had shown to His Apostle the vision with truth: you shall most certainly enter the Sacred Mosque, if Allah pleases, in security, (some) having their heads shaved and (others) having their hair cut, you shall not fear, but He knows what you do not know, so He brought about a near victory before that.	बेशक ख़ुदा ने अपने रसूल को सच्चा मुताबिके वाक़ेया ख्वाब दिखाया था कि तुम लोग इन्शाअल्लाह मस्जिदुल हराम में अपने सर मुँडवा कर और अपने थोड़े से बाल कतरवा कर बहुत अमन व इत्मेनान से दाख़िल होंगे (और) किसी तरह का ख़ौफ न करोगे तो जो बात तुम नहीं जानते थे उसको मालूम थी तो उसने फ़तेह मक्का से पहले ही बहुत जल्द फतेह अता की
9154	translate hindi to english	मामले में 25 लोगों की गिरफ्तारी हुई हैं।	So far 25 people are arrested in this case.
9155	translate english to hindi	So far 25 people are arrested in this case.	मामले में 25 लोगों की गिरफ्तारी हुई हैं।
9156	translate hindi to english	उन्होंने लिखा, ‘मेरी तरह अनेक कार्यकर्ताओं ने उनसे बहुत कुछ सीखा है।	"""""""Like me, several karyakartas (workers) learnt so much from him."""
9157	translate english to hindi	"""""""Like me, several karyakartas (workers) learnt so much from him."""	उन्होंने लिखा, ‘मेरी तरह अनेक कार्यकर्ताओं ने उनसे बहुत कुछ सीखा है।
9158	translate hindi to english	अचानक वे देख सकते हैं!	Suddenly they can see!
9159	translate english to hindi	Suddenly they can see!	अचानक वे देख सकते हैं!
9160	translate hindi to english	मोस्\\u200dट अवेटेड यह फिल्\\u200dम अगले साल 21 फरवरी 2020 को सिनेमाघरों में रिलीज की जाएगी।	The film is scheduled to release on February 21, 2020.
9161	translate english to hindi	The film is scheduled to release on February 21, 2020.	मोस्\\u200dट अवेटेड यह फिल्\\u200dम अगले साल 21 फरवरी 2020 को सिनेमाघरों में रिलीज की जाएगी।
9162	translate hindi to english	हमारे दो बच्चे हमारी तरह पायनियर बन गए और बाकी दो बेटों ने बेथेल निर्माण - काम में हाथ बँटाया ।	Two of them also became pioneers, and the others have worked on Bethel construction projects.
9163	translate english to hindi	Two of them also became pioneers, and the others have worked on Bethel construction projects.	हमारे दो बच्चे हमारी तरह पायनियर बन गए और बाकी दो बेटों ने बेथेल निर्माण - काम में हाथ बँटाया ।
9164	translate hindi to english	सोचिए पहले कहां सड़क से साढ़े तीन सौ किलोमीटर का चक्‍कर लगाना पड़ता था	Imagine, earlier you had to drive around 350 kilometers by road
9165	translate english to hindi	Imagine, earlier you had to drive around 350 kilometers by road	सोचिए पहले कहां सड़क से साढ़े तीन सौ किलोमीटर का चक्‍कर लगाना पड़ता था
9166	translate hindi to english	अनुष्का ने इंस्टाग्राम पर अपनी लिखी इस कविता को साझा किया है।	Anushka Sharma shared this photo on her Instagram account.
9167	translate english to hindi	Anushka Sharma shared this photo on her Instagram account.	अनुष्का ने इंस्टाग्राम पर अपनी लिखी इस कविता को साझा किया है।
9168	translate hindi to english	कार्यक्रम की शुरूआत संगीतमय गौर डांस के साथ की गई है।	The show started off with a dance performance.
9169	translate english to hindi	The show started off with a dance performance.	कार्यक्रम की शुरूआत संगीतमय गौर डांस के साथ की गई है।
9170	translate hindi to english	जयललिता की सुरक्षा पर कर्नाटक पुलिस 17 अक्तूबर तक रिपोर्ट सौंपे	State police asked to submit report on Jaya security on Oct 17
9171	translate english to hindi	State police asked to submit report on Jaya security on Oct 17	जयललिता की सुरक्षा पर कर्नाटक पुलिस 17 अक्तूबर तक रिपोर्ट सौंपे
9172	translate hindi to english	हालांकि दोपहर बाद उनकी स्थिति और बेहतर हो गई थी।	However in the afternoon the weather improved.
9173	translate english to hindi	However in the afternoon the weather improved.	हालांकि दोपहर बाद उनकी स्थिति और बेहतर हो गई थी।
9174	translate hindi to english	रूपया 11 जनवरी, 2017 को कमजोर होकर 68.23 रुपये प्रति अमेरिकी डॉलर के स्तर पर बंद हुआ, जबकि 10 जनवरी, 2017 को यह 68.06 रुपये प्रति अमेरिकी डॉलर था	Rupee closed weaker at Rs.68.23 per US$ on 13.01.2017 as compared to Rs.68.09 per US$ on 12.01.2017
9175	translate english to hindi	Rupee closed weaker at Rs.68.23 per US$ on 13.01.2017 as compared to Rs.68.09 per US$ on 12.01.2017	रूपया 11 जनवरी, 2017 को कमजोर होकर 68.23 रुपये प्रति अमेरिकी डॉलर के स्तर पर बंद हुआ, जबकि 10 जनवरी, 2017 को यह 68.06 रुपये प्रति अमेरिकी डॉलर था
9176	translate hindi to english	मेरा जन्म सन्‌ 1976 में पूर्व तिमोर के पहाड़ी इलाके में हुआ, जो उस वक्‍त इंडोनेशिया का भाग था ।	I ENTERED the world in 1976 in a dirt - floor hut in the mountains of East Timor, then a part of Indonesia.
9177	translate english to hindi	I ENTERED the world in 1976 in a dirt - floor hut in the mountains of East Timor, then a part of Indonesia.	मेरा जन्म सन्‌ 1976 में पूर्व तिमोर के पहाड़ी इलाके में हुआ, जो उस वक्‍त इंडोनेशिया का भाग था ।
9178	translate hindi to english	उन्होंने आगे कहा, 'इस कानून के तहत चाहें नागरिकता दी जा रही हो या नहीं ये बाद में शख्स के धर्म के आधार पर तय होगा.	"""""""Under this Act, whether citizenship will be given or not will be decided after ascertaining the religion of a person."""
9179	translate english to hindi	"""""""Under this Act, whether citizenship will be given or not will be decided after ascertaining the religion of a person."""	उन्होंने आगे कहा, 'इस कानून के तहत चाहें नागरिकता दी जा रही हो या नहीं ये बाद में शख्स के धर्म के आधार पर तय होगा.
9180	translate hindi to english	’ यह प़ूछने पर कि बीसीसीआई अध्यक्ष सौरव गांगुली, सचिव जय शाह और सीईओ राहुल जोहरी में से किसने धोनी से बात की, अधिकारी ने बताने से इनकार कर दिया.	Asked who among BCCI president Sourav Ganguly, secretary Jay Shah and CEO Rahul Johri spoke to Dhoni, the official refused to divulge.
9181	translate english to hindi	Asked who among BCCI president Sourav Ganguly, secretary Jay Shah and CEO Rahul Johri spoke to Dhoni, the official refused to divulge.	’ यह प़ूछने पर कि बीसीसीआई अध्यक्ष सौरव गांगुली, सचिव जय शाह और सीईओ राहुल जोहरी में से किसने धोनी से बात की, अधिकारी ने बताने से इनकार कर दिया.
9182	translate hindi to english	तो अगर हम 280 किमी/एच, है कैसे हम कि मी/एस को परिवर्तित करते हैं?	So if we have 280 kilometers per hour, how do we convert that to meters per second?
9183	translate english to hindi	So if we have 280 kilometers per hour, how do we convert that to meters per second?	तो अगर हम 280 किमी/एच, है कैसे हम कि मी/एस को परिवर्तित करते हैं?
9184	translate hindi to english	जिसमें से जैव ईंधन उत्पादन के लिए 38 लाख टन के अधिशेष को पीछे छोड़ते हुए राज्यों की आवश्यकता 42.40 लाख टन की थी।	Out of which, the states requirement was of 42.40 lakh tonnes, leaving behind surplus of 38 lakh tones for producing bio-fuel.
9185	translate english to hindi	Out of which, the states requirement was of 42.40 lakh tonnes, leaving behind surplus of 38 lakh tones for producing bio-fuel.	जिसमें से जैव ईंधन उत्पादन के लिए 38 लाख टन के अधिशेष को पीछे छोड़ते हुए राज्यों की आवश्यकता 42.40 लाख टन की थी।
9186	translate hindi to english	कार्मिक राज्य मंत्री जितेंद्र सिंह ने लोकसभा में लिखित में जानकारी दी	The information was provided to the Lok Sabha by the Minister of Personnel Jitendra Singh in a written form.
9187	translate english to hindi	The information was provided to the Lok Sabha by the Minister of Personnel Jitendra Singh in a written form.	कार्मिक राज्य मंत्री जितेंद्र सिंह ने लोकसभा में लिखित में जानकारी दी
9188	translate hindi to english	और जब लोगों को कोई मुसीबत छू भी गयी तो उसी की तरफ रुजू होकर अपने परवरदिगार को पुकारने लगते हैं फिर जब वह अपनी रहमत की लज्ज़त चखा देता है तो उन्हीं में से कुछ लोग अपने परवरदिगार के साथ शिर्क करने लगते हैं	When some affliction visits mankind, they call unto their Lord, turning to Him. then, when He lets them taste mercy from Him, lo, a party of them assign associates to their Lord,
9189	translate english to hindi	When some affliction visits mankind, they call unto their Lord, turning to Him. then, when He lets them taste mercy from Him, lo, a party of them assign associates to their Lord,	और जब लोगों को कोई मुसीबत छू भी गयी तो उसी की तरफ रुजू होकर अपने परवरदिगार को पुकारने लगते हैं फिर जब वह अपनी रहमत की लज्ज़त चखा देता है तो उन्हीं में से कुछ लोग अपने परवरदिगार के साथ शिर्क करने लगते हैं
9190	translate hindi to english	आज ही बनारस में जितनी परियोजनाओं का लोकार्पण और शिलान्यास हुआ है। उससे भी यहां के नौजवानों के लिए रोजगार के अनेक नये अवसर खुले हैं।	All the projects that have been launched or the foundation stone for which have been laid today in Varanasi will open up new opportunities of employment for the youth.
9191	translate english to hindi	All the projects that have been launched or the foundation stone for which have been laid today in Varanasi will open up new opportunities of employment for the youth.	आज ही बनारस में जितनी परियोजनाओं का लोकार्पण और शिलान्यास हुआ है। उससे भी यहां के नौजवानों के लिए रोजगार के अनेक नये अवसर खुले हैं।
9192	translate hindi to english	पासवान ने कहा कि हमें देशभर से पानी को लेकर शिकायतें मिलीं।	"""""""We were getting complaints regarding water from all over the country."""
9193	translate english to hindi	"""""""We were getting complaints regarding water from all over the country."""	पासवान ने कहा कि हमें देशभर से पानी को लेकर शिकायतें मिलीं।
9194	translate hindi to english	फिलहाल राज्य में लोजपा के दो विधायक हैं	The BJP currently has 107 MLAs in the state assembly
9195	translate english to hindi	The BJP currently has 107 MLAs in the state assembly	फिलहाल राज्य में लोजपा के दो विधायक हैं
9196	translate hindi to english	हालांकि, उन्होंने कहा कि जुर्माना बढ़ाने के पीछे राजस्व जुटाना उद्देश्य नहीं है बल्कि इसका मकसद दुर्घटनाओं को रोकना और जीवन को बचाना है।	He, however, said that the intent of heavy fines was not to create additional revenue but to prevent accidents and save lives.
9197	translate english to hindi	He, however, said that the intent of heavy fines was not to create additional revenue but to prevent accidents and save lives.	हालांकि, उन्होंने कहा कि जुर्माना बढ़ाने के पीछे राजस्व जुटाना उद्देश्य नहीं है बल्कि इसका मकसद दुर्घटनाओं को रोकना और जीवन को बचाना है।
9198	translate hindi to english	कोरियाई पॉप संगीत का लोकप्रियता यूट्यूब और अन्य वीडियो स्ट्रीमिंग स्रोतों सहित कई स्रोतों से आया है।	The popularization of Korean pop music has come from many sources including, YouTube and other video streaming sources.
9199	translate english to hindi	The popularization of Korean pop music has come from many sources including, YouTube and other video streaming sources.	कोरियाई पॉप संगीत का लोकप्रियता यूट्यूब और अन्य वीडियो स्ट्रीमिंग स्रोतों सहित कई स्रोतों से आया है।
9200	translate hindi to english	"""फिर से नंबर वन बनने पर फेडरर ने कहा, """"फिर से नंबर एक बनना मेरे लिए काफी मायने रखता है."""	"""""""What an amazing run it's been, to be number one again means a lot to me,"""" Federer said."""
9201	translate english to hindi	"""""""What an amazing run it's been, to be number one again means a lot to me,"""" Federer said."""	"""फिर से नंबर वन बनने पर फेडरर ने कहा, """"फिर से नंबर एक बनना मेरे लिए काफी मायने रखता है."""
9202	translate hindi to english	हमें उम्मीद है कि तब तक चीजें सुलझ जाएंगी.	We are hopeful by then things will ease out.
9203	translate english to hindi	We are hopeful by then things will ease out.	हमें उम्मीद है कि तब तक चीजें सुलझ जाएंगी.
9204	translate hindi to english	इतना ही नहीं उस पर हरियाणा, राजस्थान और पंजाब पुलिस ने दो लाख रुपए का इनाम का भी ऐलान कर रखा था।	Rajasthan and Haryana Police have declared Rs one lakh reward and Punjab Police had also declared Rs two lakh reward on him, he added.
9205	translate english to hindi	Rajasthan and Haryana Police have declared Rs one lakh reward and Punjab Police had also declared Rs two lakh reward on him, he added.	इतना ही नहीं उस पर हरियाणा, राजस्थान और पंजाब पुलिस ने दो लाख रुपए का इनाम का भी ऐलान कर रखा था।
9206	translate hindi to english	हरियाणा के लिए अलग गुरुद्वारा प्रबंधक कमेटी की मांग	Separate panel sought for Haryana gurdwaras
9207	translate english to hindi	Separate panel sought for Haryana gurdwaras	हरियाणा के लिए अलग गुरुद्वारा प्रबंधक कमेटी की मांग
